"동별","연령별","항목","단위","2024. 4/4","2025. 1/4","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"동작구","15~19세","등록외국인","","800","480","278","385","550","553","637","675","326","265","366","681","800",
"동작구","20~24세","계","","28143","27768","30592","30982","31299","31301","31800","31549","30100","28578","28799","28494","28143",
"동작구","20~24세","한국인","","24757","24812","29030","29290","29154","28599","28661","28188","27603","26670","26142","25531","24757",
"동작구","20~24세","등록외국인","","3386","2956","1562","1692","2145","2702","3139","3361","2497","1908","2657","2963","3386",
"동작구","25~29세","계","","39337","39433","37183","35604","36319","36702","38171","39776","40304","39510","39688","40128","39337",
"동작구","25~29세","한국인","","37353","37119","35289","33823","34672","35176","36674","38194","38942","38212","38059","38194","37353",
"동작구","25~29세","등록외국인","","1984","2314","1894","1781","1647","1526","1497","1582","1362","1298","1629","1934","1984",
"동작구","30~34세","계","","35476","35723","40946","38286","36546","34280","33169","33147","32748","33049","33533","34359","35476",
"동작구","30~34세","한국인","","34494","34671","39886","37183","35429","33137","32005","32056","31789","32231","32706","33403","34494",
"동작구","30~34세","등록외국인","","982","1052","1060","1103","1117","1143","1164","1091","959","818","827","956","982",
"동작구","35~39세","계","","27026","26979","35110","34773","35107","34723","34720","32867","30994","29266","27862","27206","27026",
"동작구","35~39세","한국인","","26307","26236","34292","33960","34334","33987","33937","32105","30307","28595","27150","26463","26307",
"동작구","35~39세","등록외국인","","719","743","818","813","773","736","783","762","687","671","712","743","719",
"동작구","40~44세","계","","27626","27180","35629","34056","32761","31410","30011","29677","29251","29049","28920","29034","27626",
"동작구","40~44세","한국인","","27033","26575","34628","33171","32033","30759","29357","29050","28722","28567","28431","28478","27033",
"동작구","40~44세","등록외국인","","593","605","1001","885","728","651","654","627","529","482","489","556","593",
"동작구","45~49세","계","","26135","26030","31179","31691","32912","32975","32979","32302","30805","29098","27748","26584","26135",
"동작구","45~49세","한국인","","25638","25508","29824","30402","31765","31918","31947","31434","30190","28640","27362","26143","25638",
"동작구","45~49세","등록외국인","","497","522","1355","1289","1147","1057","1032","868","615","458","386","441","497",
"동작구","50~54세","계","","30318","30133","33008","31558","30517","29726","30327","30520","30576","31507","31277","30946","30318",
"동작구","50~54세","한국인","","29729","29561","31447","29966","28897","28287","28898","29357","29702","30781","30607","30329","29729",
"동작구","50~54세","등록외국인","","589","572","1561","1592","1620","1439","1429","1163","874","726","670","617","589",
"동작구","55~59세","계","","28104","28172","31548","31850","32411","32170","31949","31421","29838","28361","27467","27770","28104",
"동작구","55~59세","한국인","","27373","27463","30262","30373","31119","30874","30393","29901","28641","27292","26579","26982","27373",
"동작구","55~59세","등록외국인","","731","709","1286","1477","1292","1296","1556","1520","1197","1069","888","788","731",
"동작구","60~64세","계","","27060","26825","22267","23686","25275","25885","27261","28205","28598","28707","28157","27629","27060",
"동작구","60~64세","한국인","","26517","26233","21858","23212","24721","25421","26723","27637","28011","28216","27660","27092","26517",
"동작구","60~64세","등록외국인","","543","592","409","474","554","464","538","568","587","491","497","537","543",
"동작구","65~69세","계","","24584","24676","18898","19154","18969","19086","19282","19985","21314","22442","22872","23737","24584",
"동작구","65~69세","한국인","","24326","24351","18798","19047","18866","18980","19152","19839","21151","22262","22640","23490","24326",
"동작구","65~69세","등록외국인","","258","325","100","107","103","106","130","146","163","180","232","247","258",
"동작구","70~74세","계","","17337","17834","14857","14867","15043","15136","15869","16507","17112","16797","16900","16905","17337",
"동작구","70~74세","한국인","","17232","17709","14827","14831","15007","15098","15834","16469","17066","16738","16827","16822","17232",
"동작구","70~74세","등록외국인","","105","125","30","36","36","38","35","38","46","59","73","83","105",
"동작구","75~79세","계","","14174","14345","9593","10026","10800","11954","12389","12656","12711","12869","13059","13614","14174",
"동작구","75~79세","한국인","","14154","14317","9568","10007","10782","11941","12369","12637","12689","12844","13036","13593","14154",
"동작구","75~79세","등록외국인","","20","28","25","19","18","13","20","19","22","25","23","21","20",
"동작구","80~84세","계","","9886","9975","5124","5497","6110","6516","7060","7651","8126","8538","9251","9602","9886",
"동작구","80~84세","한국인","","9874","9960","5107","5485","6098","6499","7042","7632","8108","8526","9241","9589","9874",
"동작구","80~84세","등록외국인","","12","15","17","12","12","17","18","19","18","12","10","13","12",
"동작구","85~89세","계","","5070","5217","2425","2575","2745","2939","3083","3448","3794","4101","4325","4684","5070",
"동작구","85~89세","한국인","","5056","5205","2422","2569","2739","2933","3077","3442","3787","4091","4311","4670","5056",
"동작구","85~89세","등록외국인","","14","12","3","6","6","6","6","6","7","10","14","14","14",
"동작구","90~94세","계","","1691","1726","959","965","1008","1063","1179","1319","1435","1417","1428","1510","1691",
"동작구","90~94세","한국인","","1686","1720","958","964","1007","1062","1177","1318","1432","1413","1424","1507","1686",
"동작구","90~94세","등록외국인","","5","6","1","1","1","1","2","1","3","4","4","3","5",
"동작구","95~99세","계","","391","417","261","300","303","315","347","370","382","362","335","364","391",
"동작구","95~99세","한국인","","390","414","258","297","302","314","347","370","382","362","335","363","390",
"동작구","95~99세","등록외국인","","1","3","3","3","1","1","-","-","-","-","-","1","1",
"동작구","100세 이상","계","","68","68","210","226","253","246","270","290","316","87","61","58","68",
"동작구","100세 이상","한국인","","65","65","209","225","251","244","267","287","313","84","58","55","65",
"동작구","100세 이상","등록외국인","","3","3","1","1","2","2","3","3","3","3","3","3","3",
"관악구","합계","계","","495620","497213","531960","529031","525607","520929","520040","517334","509803","499449","501226","497883","495620",
"관악구","합계","한국인","","477812","479067","513186","509663","506851","503297","501957","500094","495060","485699","486752","481956","477812",
"관악구","합계","등록외국인","","17808","18146","18774","19368","18756","17632","18083","17240","14743","13750","14474","15927","17808",
"관악구","0~4세","계","","6812","6661","18694","18185","17097","15538","13988","12322","10314","8813","8045","7340","6812",
"관악구","0~4세","한국인","","6591","6470","18174","17552","16370","14858","13371","11775","9898","8520","7766","7080","6591",
"관악구","0~4세","등록외국인","","221","191","520","633","727","680","617","547","416","293","279","260","221",
"관악구","5~9세","계","","8693","8384","16371","15920","15595","15038","14173","13694","12801","11637","10661","9668","8693",
"관악구","5~9세","한국인","","8432","8134","16149","15639","15284","14675","13794","13322","12474","11323","10398","9400","8432",
"관악구","5~9세","등록외국인","","261","250","222","281","311","363","379","372","327","314","263","268","261",
"관악구","10~14세","계","","10949","10877","17569","16106","15255","14749","14145","13494","12927","12541","11934","11342","10949",
"관악구","10~14세","한국인","","10778","10699","17490","16000","15120","14577","13944","13277","12731","12351","11799","11193","10778",
"관악구","10~14세","등록외국인","","171","178","79","106","135","172","201","217","196","190","135","149","171",
"관악구","15~19세","계","","14130","14240","23838","23009","21582","20082","18921","17745","16178","15025","14899","14437","14130",
"관악구","15~19세","한국인","","13318","13744","23515","22649","21254","19788","18615","17423","15869","14706","14529","13886","13318",
"관악구","15~19세","등록외국인","","812","496","323","360","328","294","306","322","309","319","370","551","812",
"관악구","20~24세","계","","37543","37685","39681","40352","41008","40833","41646","41202","40485","39406","39794","38103","37543",
"관악구","20~24세","한국인","","34048","34428","38471","39114","39635","39452","40183","39760","39220","37871","37548","35441","34048",
"관악구","20~24세","등록외국인","","3495","3257","1210","1238","1373","1381","1463","1442","1265","1535","2246","2662","3495",
"관악구","25~29세","계","","73320","73416","58131","58156","60000","62559","66354","69774","71836","72282","75236","74907","73320",
"관악구","25~29세","한국인","","69807","69558","55438","55468","57510","60338","64277","67627","69915","70283","72767","71938","69807",
"관악구","25~29세","등록외국인","","3513","3858","2693","2688","2490","2221","2077","2147","1921","1999","2469","2969","3513",
"관악구","30~34세","계","","59502","60126","59833","56988","53671","51095","50164","50342","50689","51809","54960","57159","59502",
"관악구","30~34세","한국인","","57513","57908","57741","54810","51521","48985","48106","48368","48899","50223","53282","55349","57513",
"관악구","30~34세","등록외국인","","1989","2218","2092","2178","2150","2110","2058","1974","1790","1586","1678","1810","1989",
"관악구","35~39세","계","","34625","35051","45133","45042","45017","45045","44465","41882","39117","36566","35171","34398","34625",
"관악구","35~39세","한국인","","33299","33630","43644","43542","43595","43569","42922","40490","37882","35333","33964","33091","33299",
"관악구","35~39세","등록외국인","","1326","1421","1489","1500","1422","1476","1543","1392","1235","1233","1207","1307","1326",
"관악구","40~44세","계","","31747","31298","44673","42845","40270","38201","35715","34770","34125","33614","33620","33440","31747",
"관악구","40~44세","한국인","","30718","30239","42791","41206","38922","36991","34521","33650","33151","32743","32759","32482","30718",
"관악구","40~44세","등록외국인","","1029","1059","1882","1639","1348","1210","1194","1120","974","871","861","958","1029",
"관악구","45~49세","계","","29315","29464","38717","39184","40376","40195","39955","38826","36493","33701","31779","30033","29315",
"관악구","45~49세","한국인","","28482","28592","36423","36916","38271","38347","38107","37219","35333","32800","31007","29223","28482",
"관악구","45~49세","등록외국인","","833","872","2294","2268","2105","1848","1848","1607","1160","901","772","810","833",
"관악구","50~54세","계","","34796","34477","40040","38875","37583","36349","36540","36521","36105","36435","36247","35685","34796",
"관악구","50~54세","한국인","","33697","33474","37296","36071","34718","33896","34123","34456","34474","35090","35052","34530","33697",
"관악구","50~54세","등록외국인","","1099","1003","2744","2804","2865","2453","2417","2065","1631","1345","1195","1155","1099",
"관악구","55~59세","계","","32910","32989","38302","39252","39417","39313","38895","37689","35677","33824","32569","32721","32910",
"관악구","55~59세","한국인","","31527","31628","36074","36701","37183","37045","36204","35080","33578","31935","31013","31276","31527",
"관악구","55~59세","등록외국인","","1383","1361","2228","2551","2234","2268","2691","2609","2099","1889","1556","1445","1383",
"관악구","60~64세","계","","32393","32246","28401","30132","31784","31886","32830","33879","34181","33925","33864","33232","32393",
"관악구","60~64세","한국인","","31464","31152","27729","29318","30809","31047","31902","32860","33206","33150","33020","32305","31464",
"관악구","60~64세","등록외국인","","929","1094","672","814","975","839","928","1019","975","775","844","927","929",
"관악구","65~69세","계","","29573","29613","23799","24532","24402","24753","24482","24946","26323","27138","27424","28531","29573",
"관악구","65~69세","한국인","","29105","29071","23608","24352","24225","24557","24256","24683","26037","26820","27038","28113","29105",
"관악구","65~69세","등록외국인","","468","542","191","180","177","196","226","263","286","318","386","418","468",
"관악구","70~74세","계","","21680","22398","18806","18933","18975","19114","19927","20530","21260","20913","21286","21227","21680",
"관악구","70~74세","한국인","","21507","22176","18748","18870","18922","19061","19861","20453","21172","20807","21154","21080","21507",
"관악구","70~74세","등록외국인","","173","222","58","63","53","53","66","77","88","106","132","147","173",
"관악구","75~79세","계","","17520","17778","11056","11788","13017","14665","15265","15783","16031","15865","15989","16775","17520",
"관악구","75~79세","한국인","","17469","17710","11013","11755","12989","14635","15237","15758","16004","15833","15953","16734","17469",
"관악구","75~79세","등록외국인","","51","68","43","33","28","30","28","25","27","32","36","41","51",
"관악구","80~84세","계","","12399","12496","5182","5721","6265","6928","7688","8617","9313","10063","11455","11941","12399",
"관악구","80~84세","한국인","","12378","12476","5160","5699","6242","6903","7666","8594","9292","10042","11437","11922","12378",
"관악구","80~84세","등록외국인","","21","20","22","22","23","25","22","23","21","21","18","19","21",
"관악구","85~89세","계","","5666","5858","2376","2613","2749","2959","3128","3424","3864","4158","4536","5055","5666",
"관악구","85~89세","한국인","","5646","5841","2369","2606","2742","2951","3116","3412","3849","4144","4520","5037","5646",
"관악구","85~89세","등록외국인","","20","17","7","7","7","8","12","12","15","14","16","18","20",
"관악구","90~94세","계","","1636","1745","887","905","1009","1054","1139","1248","1409","1356","1402","1514","1636",
"관악구","90~94세","한국인","","1627","1733","882","903","1006","1050","1132","1242","1402","1349","1394","1506","1627",
"관악구","90~94세","등록외국인","","9","12","5","2","3","4","7","6","7","7","8","8","9",
"관악구","95~99세","계","","360","362","248","250","266","300","328","341","352","317","302","322","360",
"관악구","95~99세","한국인","","356","356","248","249","264","299","328","340","351","315","299","317","356",
"관악구","95~99세","등록외국인","","4","6","-","1","2","1","-","1","1","2","3","5","4",
"관악구","100세 이상","계","","51","49","223","243","269","273","292","305","323","61","53","53","51",
"관악구","100세 이상","한국인","","50","48","223","243","269","273","292","305","323","61","53","53","50",
"관악구","100세 이상","등록외국인","","1","1","-","-","-","-","-","-","-","-","-","-","1",
"서초구","합계","계","","413076","412715","454288","451258","451477","445401","438163","435107","429025","416167","408451","412078","413076",
"서초구","합계","한국인","","408376","407958","449678","446764","447192","441102","433951","430826","425126","412279","404325","407664","408376",
"서초구","합계","등록외국인","","4700","4757","4610","4494","4285","4299","4212","4281","3899","3888","4126","4414","4700",
"서초구","0~4세","계","","10261","10206","21168","20419","19325","17417","16015","14840","13239","12097","10993","10533","10261",
"서초구","0~4세","한국인","","10139","10110","21001","20249","19148","17234","15858","14693","13125","11980","10886","10409","10139",
"서초구","0~4세","등록외국인","","122","96","167","170","177","183","157","147","114","117","107","124","122",
"서초구","5~9세","계","","16696","16409","21579","22079","22452","22360","21796","21503","20913","19891","18345","17596","16696",
"서초구","5~9세","한국인","","16495","16216","21391","21910","22292","22169","21609","21308","20726","19719","18166","17409","16495",
"서초구","5~9세","등록외국인","","201","193","188","169","160","191","187","195","187","172","179","187","201",
"서초구","10~14세","계","","22997","22917","24453","23026","22643","22771","22891","22494","23247","23172","23049","22868","22997",
"서초구","10~14세","한국인","","22797","22695","24313","22897","22519","22640","22735","22339","23103","23031","22880","22689","22797",
"서초구","10~14세","등록외국인","","200","222","140","129","124","131","156","155","144","141","169","179","200",
"서초구","15~19세","계","","22133","22257","28153","27641","26751","25470","24291","23731","22318","21566","21798","22248","22133",
"서초구","15~19세","한국인","","21992","22119","28050","27539","26652","25357","24197","23624","22226","21446","21663","22117","21992",
"서초구","15~19세","등록외국인","","141","138","103","102","99","113","94","107","92","120","135","131","141",
"서초구","20~24세","계","","22058","21620","28928","28806","28330","27414","26556","25851","25343","23926","22806","22412","22058",
"서초구","20~24세","한국인","","21740","21362","28744","28619","28108","27132","26304","25603","25144","23652","22500","22132","21740",
"서초구","20~24세","등록외국인","","318","258","184","187","222","282","252","248","199","274","306","280","318",
"서초구","25~29세","계","","27814","27733","32252","31448","31695","31819","31473","31347","30404","28843","28073","28330","27814",
"서초구","25~29세","한국인","","27233","27164","31599","30847","31164","31335","30984","30828","29947","28357","27549","27766","27233",
"서초구","25~29세","등록외국인","","581","569","653","601","531","484","489","519","457","486","524","564","581",
"서초구","30~34세","계","","30016","29860","41020","38562","36337","33723","31783","31463","30207","29274","28905","29664","30016",
"서초구","30~34세","한국인","","29429","29258","40345","37905","35666","33023","31130","30845","29652","28741","28361","29084","29429",
"서초구","30~34세","등록외국인","","587","602","675","657","671","700","653","618","555","533","544","580","587",
"서초구","35~39세","계","","28329","28232","38876","39418","39709","39061","38462","36523","34113","31312","28894","28467","28329",
"서초구","35~39세","한국인","","27687","27598","38321","38844","39133","38507","37902","35957","33572","30804","28376","27879","27687",
"서초구","35~39세","등록외국인","","642","634","555","574","576","554","560","566","541","508","518","588","642",
"서초구","40~44세","계","","35539","35176","44217","42551","41457","40042","38118","37414","37601","37165","36386","36879","35539",
"서초구","40~44세","한국인","","34886","34525","43696","42068","41001","39572","37637","36908","37128","36718","35923","36305","34886",
"서초구","40~44세","등록외국인","","653","651","521","483","456","470","481","506","473","447","463","574","653",
"서초구","45~49세","계","","36424","36618","38227","39677","41978","42631","42630","42069","40591","38727","37603","36367","36424",
"서초구","45~49세","한국인","","35995","36133","37796","39259","41578","42245","42240","41660","40227","38360","37193","35939","35995",
"서초구","45~49세","등록외국인","","429","485","431","418","400","386","390","409","364","367","410","428","429",
"서초구","50~54세","계","","37836","37701","33781","33063","32311","32349","32956","33815","35015","36093","36644","37715","37836",
"서초구","50~54세","한국인","","37500","37364","33359","32620","31910","31984","32611","33496","34723","35796","36314","37401","37500",
"서초구","50~54세","등록외국인","","336","337","422","443","401","365","345","319","292","297","330","314","336",
"서초구","55~59세","계","","29130","29558","31596","31305","31733","30876","29880","29565","28729","26998","27010","28032","29130",
"서초구","55~59세","한국인","","28902","29303","31261","30981","31467","30639","29622","29283","28474","26783","26797","27807","28902",
"서초구","55~59세","등록외국인","","228","255","335","324","266","237","258","282","255","215","213","225","228",
"서초구","60~64세","계","","25108","24999","22569","23983","25772","26263","26561","27356","27136","26425","25598","25306","25108",
"서초구","60~64세","한국인","","24975","24846","22456","23855","25648","26146","26459","27246","27007","26318","25489","25186","24975",
"서초구","60~64세","등록외국인","","133","153","113","128","124","117","102","110","129","107","109","120","133",
"서초구","65~69세","계","","23612","23368","18469","18833","18608","18901","18978","19412","20838","21831","22066","22880","23612",
"서초구","65~69세","한국인","","23551","23283","18405","18775","18569","18853","18932","19359","20790","21777","22003","22819","23551",
"서초구","65~69세","등록외국인","","61","85","64","58","39","48","46","53","48","54","63","61","61",
"서초구","70~74세","계","","16935","17406","12770","13195","13971","14518","15167","15893","16353","15534","15839","16365","16935",
"서초구","70~74세","한국인","","16905","17367","12745","13171","13954","14500","15146","15872","16331","15512","15814","16340","16905",
"서초구","70~74세","등록외국인","","30","39","25","24","17","18","21","21","22","22","25","25","30",
"서초구","75~79세","계","","13512","13686","7793","8221","8959","9825","10177","10646","11114","11236","11742","12722","13512",
"서초구","75~79세","한국인","","13493","13668","7773","8204","8946","9814","10170","10635","11103","11226","11728","12706","13493",
"서초구","75~79세","등록외국인","","19","18","20","17","13","11","7","11","11","10","14","16","19",
"서초구","80~84세","계","","8450","8580","4390","4804","5099","5477","5809","6239","6470","6808","7305","7972","8450",
"서초구","80~84세","한국인","","8443","8571","4385","4800","5094","5472","5800","6230","6461","6799","7297","7966","8443",
"서초구","80~84세","등록외국인","","7","9","5","4","5","5","9","9","9","9","8","6","7",
"서초구","85~89세","계","","4228","4322","2522","2603","2680","2754","2782","2960","3329","3424","3641","3893","4228",
"서초구","85~89세","한국인","","4221","4315","2517","2600","2678","2753","2781","2958","3326","3420","3636","3886","4221",
"서초구","85~89세","등록외국인","","7","7","5","3","2","1","1","2","3","4","5","7","7",
"서초구","90~94세","계","","1533","1602","1072","1124","1139","1227","1244","1365","1412","1369","1345","1398","1533",
"서초구","90~94세","한국인","","1532","1600","1071","1123","1139","1225","1241","1362","1409","1365","1344","1397","1532",
"서초구","90~94세","등록외국인","","1","2","1","1","-","2","3","3","3","4","1","1","1",
"서초구","95~99세","계","","402","400","299","317","334","322","407","412","420","382","355","367","402",
"서초구","95~99세","한국인","","399","397","297","316","333","321","406","412","420","382","353","364","399",
"서초구","95~99세","등록외국인","","3","3","2","1","1","1","1","-","-","-","2","3","3",
"서초구","100세 이상","계","","63","65","154","183","194","181","187","209","233","94","54","64","63",
"서초구","100세 이상","한국인","","62","64","153","182","193","181","187","208","232","93","53","63","62",
"서초구","100세 이상","등록외국인","","1","1","1","1","1","-","-","1","1","1","1","1","1",
"강남구","합계","계","","563215","563189","583446","581760","572140","561052","547453","550209","544055","537800","534103","550282","563215",
"강남구","합계","한국인","","557345","557296","578114","576495","567115","556164","542364","545169","539231","533042","529102","544873","557345",
"강남구","합계","등록외국인","","5870","5893","5332","5265","5025","4888","5089","5040","4824","4758","5001","5409","5870",
"강남구","0~4세","계","","12339","12373","21978","21917","20342","18374","16532","15439","13675","12418","11541","12078","12339",
"강남구","0~4세","한국인","","12273","12310","21867","21816","20235","18281","16438","15369","13621","12363","11486","12030","12273",
"강남구","0~4세","등록외국인","","66","63","111","101","107","93","94","70","54","55","55","48","66",
"강남구","5~9세","계","","20970","20748","22066","23122","23318","23210","22889","23402","23210","22430","20908","21041","20970",
"강남구","5~9세","한국인","","20887","20677","21998","23050","23239","23136","22804","23335","23145","22363","20834","20975","20887",
"강남구","5~9세","등록외국인","","83","71","68","72","79","74","85","67","65","67","74","66","83",
"강남구","10~14세","계","","32457","32669","29616","27811","26940","27231","27476","28114","29194","29848","30014","30969","32457",
"강남구","10~14세","한국인","","32396","32603","29567","27757","26876","27174","27415","28063","29138","29794","29958","30906","32396",
"강남구","10~14세","등록외국인","","61","66","49","54","64","57","61","51","56","54","56","63","61",
"강남구","15~19세","계","","31305","31141","41409","40394","38324","35880","33643","32497","30089","29473","30275","31056","31305",
"강남구","15~19세","한국인","","31131","31020","41295","40292","38220","35779","33550","32388","29996","29347","30137","30902","31131",
"강남구","15~19세","등록외국인","","174","121","114","102","104","101","93","109","93","126","138","154","174",
"강남구","20~24세","계","","29000","28353","41272","40443","39328","37714","35734","34690","33765","32190","30584","29633","29000",
"강남구","20~24세","한국인","","28418","27823","40835","40029","38888","37259","35266","34181","33282","31679","29964","28998","28418",
"강남구","20~24세","등록외국인","","582","530","437","414","440","455","468","509","483","511","620","635","582",
"강남구","25~29세","계","","39063","38755","45412","44306","43526","43060","42140","42754","41597","40033","39035","39666","39063",
"강남구","25~29세","한국인","","37886","37621","44367","43264","42574","42133","41202","41785","40658","39095","38028","38587","37886",
"강남구","25~29세","등록외국인","","1177","1134","1045","1042","952","927","938","969","939","938","1007","1079","1177",
"강남구","30~34세","계","","43926","43758","55839","52913","48499","44424","41547","41270","40207","39193","39542","41937","43926",
"강남구","30~34세","한국인","","42889","42699","54914","52005","47580","43516","40578","40309","39296","38337","38701","41044","42889",
"강남구","30~34세","등록외국인","","1037","1059","925","908","919","908","969","961","911","856","841","893","1037",
"강남구","35~39세","계","","39236","39205","47967","49421","49432","48713","47747","45900","43175","39925","37583","38439","39236",
"강남구","35~39세","한국인","","38402","38353","47402","48848","48855","48129","47113","45314","42542","39325","36951","37727","38402",
"강남구","35~39세","등록외국인","","834","852","565","573","577","584","634","586","633","600","632","712","834",
"강남구","40~44세","계","","49825","49505","52809","51463","49023","47556","45946","46859","47545","47773","47401","49978","49825",
"강남구","40~44세","한국인","","49268","48860","52343","50988","48581","47126","45504","46394","47098","47322","46946","49465","49268",
"강남구","40~44세","등록외국인","","557","645","466","475","442","430","442","465","447","451","455","513","557",
"강남구","45~49세","계","","52029","52372","52336","53580","55395","55328","54344","53979","52514","50737","49664","49882","52029",
"강남구","45~49세","한국인","","51624","51975","51917","53149","55010","54967","53967","53610","52168","50407","49344","49512","51624",
"강남구","45~49세","등록외국인","","405","397","419","431","385","361","377","369","346","330","320","370","405",
"강남구","50~54세","계","","50334","50222","46416","45399","43568","43257","42844","44027","44957","47528","48506","49807","50334",
"강남구","50~54세","한국인","","50016","49883","45946","44967","43181","42895","42518","43717","44682","47259","48216","49496","50016",
"강남구","50~54세","등록외국인","","318","339","470","432","387","362","326","310","275","269","290","311","318",
"강남구","55~59세","계","","38156","38512","40316","39960","39723","38360","36872","36818","35919","34937","35116","36535","38156",
"강남구","55~59세","한국인","","37899","38242","39962","39598","39428","38088","36560","36529","35668","34697","34873","36271","37899",
"강남구","55~59세","등록외국인","","257","270","354","362","295","272","312","289","251","240","243","264","257",
"강남구","60~64세","계","","33105","32908","28566","30701","32791","32885","32654","33435","33112","33089","32219","32655","33105",
"강남구","60~64세","한국인","","32965","32748","28410","30541","32626","32735","32492","33279","32978","32976","32100","32526","32965",
"강남구","60~64세","등록외국인","","140","160","156","160","165","150","162","156","134","113","119","129","140",
"강남구","65~69세","계","","31363","31003","22685","23536","22953","23751","23679","24599","26516","28635","29094","30369","31363",
"강남구","65~69세","한국인","","31274","30917","22598","23462","22899","23691","23611","24531","26445","28551","29011","30284","31274",
"강남구","65~69세","등록외국인","","89","86","87","74","54","60","68","68","71","84","83","85","89",
"강남구","70~74세","계","","23302","24204","15323","15961","16798","17572","18636","19859","20630","20186","21203","22093","23302",
"강남구","70~74세","한국인","","23259","24157","15286","15927","16765","17542","18600","19823","20595","20157","21167","22048","23259",
"강남구","70~74세","등록외국인","","43","47","37","34","33","30","36","36","35","29","36","45","43",
"강남구","75~79세","계","","18079","18277","9201","9902","10716","11706","12153","13042","13589","14430","15322","16802","18079",
"강남구","75~79세","한국인","","18050","18247","9185","9884","10704","11693","12141","13030","13572","14410","15305","16780","18050",
"강남구","75~79세","등록외국인","","29","30","16","18","12","13","12","12","17","20","17","22","29",
"강남구","80~84세","계","","10834","11087","5291","5725","6114","6407","6872","7357","7845","8463","9370","10031","10834",
"강남구","80~84세","한국인","","10828","11077","5288","5719","6109","6400","6865","7350","7836","8455","9363","10024","10828",
"강남구","80~84세","등록외국인","","6","10","3","6","5","7","7","7","9","8","7","7","6",
"강남구","85~89세","계","","5280","5426","3115","3234","3279","3463","3507","3705","3979","4148","4400","4896","5280",
"강남구","85~89세","한국인","","5271","5416","3107","3231","3276","3461","3504","3703","3977","4145","4395","4888","5271",
"강남구","85~89세","등록외국인","","9","10","8","3","3","2","3","2","2","3","5","8","9",
"강남구","90~94세","계","","1971","2021","1282","1363","1392","1480","1513","1706","1733","1785","1778","1834","1971",
"강남구","90~94세","한국인","","1970","2020","1281","1360","1391","1479","1512","1703","1731","1782","1776","1831","1970",
"강남구","90~94세","등록외국인","","1","1","1","3","1","1","1","3","2","3","2","3","1",
"강남구","95~99세","계","","557","566","354","395","442","447","480","485","507","472","469","491","557",
"강남구","95~99세","한국인","","556","565","353","394","441","446","480","485","507","472","469","490","556",
"강남구","95~99세","등록외국인","","1","1","1","1","1","1","-","-","-","-","-","1","1",
"강남구","100세 이상","계","","84","84","193","214","237","234","245","272","297","107","79","90","84",
"강남구","100세 이상","한국인","","83","83","193","214","237","234","244","271","296","106","78","89","83",
"강남구","100세 이상","등록외국인","","1","1","-","-","-","-","1","1","1","1","1","1","1",
"송파구","합계","계","","656310","654127","671794","667480","664946","671173","673507","682741","673926","663965","664514","660025","656310",
"송파구","합계","한국인","","650110","647895","664738","660302","657831","664496","666635","675961","667960","658338","658801","654166","650110",
"송파구","합계","등록외국인","","6200","6232","7056","7178","7115","6677","6872","6780","5966","5627","5713","5859","6200",
"송파구","0~4세","계","","16742","16666","29121","28287","27444","26782","25575","24742","22147","20385","19096","17603","16742",
"송파구","0~4세","한국인","","16611","16551","28941","28063","27202","26549","25346","24527","21984","20263","18972","17488","16611",
"송파구","0~4세","등록외국인","","131","115","180","224","242","233","229","215","163","122","124","115","131",
"송파구","5~9세","계","","24679","24232","28619","28832","28627","28968","28591","29288","28933","28248","27284","25967","24679",
"송파구","5~9세","한국인","","24529","24081","28521","28716","28492","28816","28423","29107","28760","28110","27148","25826","24529",
"송파구","5~9세","등록외국인","","150","151","98","116","135","152","168","181","173","138","136","141","150",
"송파구","10~14세","계","","29206","29067","33778","30823","29212","29447","28893","28804","29160","29050","29527","29246","29206",
"송파구","10~14세","한국인","","29110","28967","33733","30776","29157","29390","28815","28709","29061","28956","29448","29166","29110",
"송파구","10~14세","등록외국인","","96","100","45","47","55","57","78","95","99","94","79","80","96",
"송파구","15~19세","계","","27895","27603","41463","40202","38088","36206","34622","33042","30075","28760","28993","28397","27895",
"송파구","15~19세","한국인","","27740","27494","41399","40132","37966","36089","34509","32964","30007","28679","28904","28287","27740",
"송파구","15~19세","등록외국인","","155","109","64","70","122","117","113","78","68","81","89","110","155",
"송파구","20~24세","계","","32417","31435","45701","45513","44609","43833","43001","42090","40527","38539","36360","34441","32417",
"송파구","20~24세","한국인","","32018","31048","45378","45189","44255","43494","42666","41736","40237","38241","36028","34107","32018",
"송파구","20~24세","등록외국인","","399","387","323","324","354","339","335","354","290","298","332","334","399",
"송파구","25~29세","계","","49703","49438","50414","49339","49518","51333","52917","54975","54500","52819","52093","51177","49703",
"송파구","25~29세","한국인","","49024","48786","49442","48427","48619","50553","52188","54273","53882","52181","51377","50512","49024",
"송파구","25~29세","등록외국인","","679","652","972","912","899","780","729","702","618","638","716","665","679",
"송파구","30~34세","계","","57150","57110","62455","59431","57125","55827","54859","55673","54443","53696","54826","55839","57150",
"송파구","30~34세","한국인","","56305","56290","61517","58477","56183","54883","53931","54723","53580","52908","54057","55032","56305",
"송파구","30~34세","등록외국인","","845","820","938","954","942","944","928","950","863","788","769","807","845",
"송파구","35~39세","계","","50451","50514","55716","56457","57859","60112","61250","60594","57750","54459","52191","50535","50451",
